id;start_session;stop_session;sex;travel_country;number_of_travalers;consultation;website_page;cons_duration (min);travel_amount
334;2022-01-03 06:00:49;2022-01-03 06:00:49;Male;Kazakhstan;5;False;Home;0;346500
5299;2022-01-03 06:54:08;2022-01-03 06:54:11;Female;Dominican Republic;3;False;About Us;0;324000
9341;2022-01-03 08:10:09;2022-01-03 08:10:34;Male;United Arab Emirates;5;False;Directions;0;543900
2439;2022-01-03 08:28:51;2022-01-03 08:29:04;Female;Kazakhstan;4;False;Sales;0;243600
8454;2022-01-03 08:45:41;2022-01-03 08:46:21;Male;Georgia;4;False;Sales;0;560000
5472;2022-01-03 08:46:22;2022-01-03 08:46:30;Female;Georgia;3;False;Order;0;409500
5195;2022-01-03 08:50:31;2022-01-03 08:50:43;Male;Italy;1;False;Order;0;142500
5769;2022-01-03 09:11:48;2022-01-03 09:11:51;Male;Kazakhstan;2;False;Sales;0;113400
5997;2022-01-03 10:23:20;2022-01-03 10:23:31;Female;United Arab Emirates;3;False;About Us;0;379260
2789;2022-01-03 10:37:50;2022-01-03 10:38:24;Female;Maldives;2;False;Directions;0;102700
3940;2022-01-03 11:43:12;2022-01-03 11:43:22;Female;Georgia;5;False;Directions;0;848750
9122;2022-01-03 12:25:34;2022-01-03 12:25:45;Male;United Arab Emirates;4;False;Order;0;523320
6798;2022-01-03 12:50:40;2022-01-03 12:50:40;Female;Thailand;2;False;Sales;0;272000
8043;2022-01-03 13:01:01;2022-01-03 13:01:01;Female;Dominican Republic;1;False;Home;0;87600
3641;2022-01-03 13:16:44;2022-01-03 13:16:53;Female;United Arab Emirates;4;False;Search;0;446880
7243;2022-01-03 14:54:11;2022-01-03 14:54:15;Male;Russia;5;False;Home;0;148000
3024;2022-01-03 14:56:39;2022-01-03 14:56:53;Female;Dominican Republic;1;False;Search;0;98400
3516;2022-01-03 14:57:35;2022-01-03 14:57:45;Male;Georgia;4;False;Directions;0;560000
698;2022-01-03 15:06:18;2022-01-03 15:06:40;Male;Egypt;4;False;Order;0;360000
7545;2022-01-03 15:47:41;2022-01-03 15:47:46;Female;Dominican Republic;3;False;Search;0;331200
4858;2022-01-03 16:19:20;2022-01-03 16:19:28;Female;Kazakhstan;5;False;Order;0;276500
9722;2022-01-03 16:19:42;2022-01-03 16:19:53;Male;Thailand;4;False;Sales;0;571200
3492;2022-01-03 16:31:16;2022-01-03 16:31:19;Male;Georgia;3;False;Search;0;441000
1678;2022-01-03 16:49:04;2022-01-03 16:49:05;Male;Dominican Republic;4;False;Home;0;432000
2076;2022-01-03 17:05:05;2022-01-03 17:05:18;Female;Maldives;2;False;Sales;0;115700
5610;2022-01-03 17:20:53;2022-01-03 17:21:20;Female;Georgia;1;False;About Us;0;138250
4901;2022-01-03 17:56:28;2022-01-03 17:56:28;Female;Russia;1;False;Order;0;30000
8645;2022-01-03 18:36:12;2022-01-03 18:36:14;Male;Maldives;5;False;Home;0;237250
8102;2022-01-03 18:39:27;2022-01-03 18:40:26;Female;Egypt;2;False;Search;0;194000
8662;2022-01-03 18:39:37;2022-01-03 18:39:41;Female;Italy;1;False;Sales;0;126000
5752;2022-01-03 19:42:19;2022-01-03 19:42:20;Female;Turkey;2;False;Sales;0;240000
7774;2022-01-03 21:02:22;2022-01-03 21:02:39;Female;Georgia;2;False;Directions;0;325500
9128;2022-01-03 21:58:37;2022-01-03 21:59:00;Male;Dominican Republic;5;False;Sales;0;558000
4364;2022-01-03 22:28:12;2022-01-03 22:28:58;Male;Russia;2;False;Directions;0;68800
7388;2022-01-03 23:00:34;2022-01-03 23:00:36;Male;Egypt;5;False;About Us;0;485000
6621;2022-01-03 23:23:10;2022-01-03 23:23:30;Male;Egypt;4;False;About Us;0;400000
9876;2022-01-03 23:28:04;2022-01-03 23:28:09;Male;Turkey;4;False;Sales;0;470400
4369;2022-01-03 23:38:47;2022-01-03 23:38:53;Male;Russia;4;False;About Us;0;134400
6450;2022-01-03 23:56:17;2022-01-03 23:56:23;Female;Dominican Republic;1;False;Order;0;114000
628;2022-01-03 23:56:59;2022-01-03 23:57:07;Female;Russia;5;False;Search;0;148000
74;2022-01-04 00:03:58;2022-01-04 00:04:03;Female;Russia;2;False;Directions;0;62400
7567;2022-01-04 00:11:44;2022-01-04 00:11:45;Male;Turkey;3;False;Order;0;338400
3259;2022-01-04 00:21:24;2022-01-04 00:21:26;Male;Turkey;3;False;About Us;0;262800
8660;2022-01-04 00:33:42;2022-01-04 00:33:45;Male;Russia;3;False;About Us;0;114000
9098;2022-01-04 00:40:01;2022-01-04 00:40:03;Female;Georgia;3;False;Sales;0;504000
9202;2022-01-04 00:45:23;2022-01-04 00:45:27;Male;Turkey;2;False;Home;0;192000
8503;2022-01-04 01:13:12;2022-01-04 01:13:31;Female;United Arab Emirates;3;False;Order;0;366030
8966;2022-01-04 01:41:46;2022-01-04 01:41:52;Male;Thailand;4;False;Search;0;496400
9123;2022-01-04 01:55:38;2022-01-04 01:55:40;Male;Turkey;4;False;Order;0;456000
286;2022-01-04 02:38:14;2022-01-04 02:38:19;Male;United Arab Emirates;3;False;Home;0;383670
858;2022-01-04 02:50:36;2022-01-04 02:51:06;Male;Kazakhstan;3;False;Home;0;153300
5605;2022-01-04 03:17:06;2022-01-04 03:17:08;Female;Italy;2;False;About Us;0;276000
4580;2022-01-04 03:44:04;2022-01-04 03:44:20;Female;Dominican Republic;5;False;Order;0;486000
5640;2022-01-04 03:45:34;2022-01-04 03:45:35;Male;Egypt;5;False;About Us;0;425000
567;2022-01-04 04:21:57;2022-01-04 04:21:59;Female;Georgia;2;False;Order;0;343000
4199;2022-01-04 05:24:57;2022-01-04 05:25:17;Male;Russia;4;False;Sales;0;140800
9856;2022-01-04 05:32:02;2022-01-04 05:32:23;Female;Thailand;5;False;Order;0;748000
6942;2022-01-04 06:08:04;2022-01-04 06:08:34;Female;Russia;4;False;Directions;0;139200
1433;2022-01-04 06:39:35;2022-01-04 06:39:43;Female;Turkey;2;False;About Us;0;235200
9277;2022-01-04 06:41:23;2022-01-04 06:41:41;Male;Georgia;4;False;Directions;0;658000
3385;2022-01-04 06:51:44;2022-01-04 06:51:54;Male;Georgia;2;False;Search;0;294000
9103;2022-01-04 06:59:51;2022-01-04 06:59:57;Male;Italy;3;False;About Us;0;364500
4849;2022-01-04 07:09:36;2022-01-04 07:09:43;Male;Georgia;4;False;Home;0;686000
2280;2022-01-04 07:22:08;2022-01-04 07:22:14;Male;Russia;2;False;Search;0;59200
4869;2022-01-04 07:31:26;2022-01-04 07:31:30;Male;Russia;1;False;About Us;0;34400
2393;2022-01-04 07:31:54;2022-01-04 07:31:59;Female;Maldives;1;False;Search;0;59150
7654;2022-01-04 07:38:50;2022-01-04 07:39:28;Male;Russia;3;False;Order;0;108000
3069;2022-01-04 07:40:42;2022-01-04 07:40:49;Male;Turkey;3;False;About Us;0;273600
4138;2022-01-04 07:44:11;2022-01-04 07:44:51;Male;Georgia;3;False;Home;0;435750
6961;2022-01-04 08:01:35;2022-01-04 08:01:41;Male;Russia;3;False;Search;0;88800
3421;2022-01-04 08:01:56;2022-01-04 08:02:07;Female;Russia;3;False;About Us;0;88800
2820;2022-01-04 08:11:22;2022-01-04 08:11:38;Female;Turkey;4;False;Search;0;403200
4591;2022-01-04 08:36:15;2022-01-04 08:36:24;Male;Egypt;5;False;Home;0;440000
5011;2022-01-04 09:06:46;2022-01-04 09:07:08;Female;Turkey;1;False;Directions;0;91200
1174;2022-01-04 09:58:40;2022-01-04 09:58:44;Male;Thailand;4;False;Search;0;496400
3701;2022-01-04 10:11:06;2022-01-04 10:11:14;Female;Thailand;5;False;Sales;0;688500
4001;2022-01-04 10:14:25;2022-01-04 10:14:27;Female;Russia;4;False;About Us;0;140800
455;2022-01-04 10:56:42;2022-01-04 10:56:56;Female;Russia;4;False;Sales;0;144000
7059;2022-01-04 11:00:48;2022-01-04 11:00:49;Female;Turkey;1;False;Search;0;94800
474;2022-01-04 11:01:14;2022-01-04 11:01:18;Male;Maldives;3;False;Home;0;177450
1423;2022-01-04 11:14:19;2022-01-04 11:14:22;Male;Thailand;2;False;Home;0;323000
7505;2022-01-04 11:35:00;2022-01-04 11:35:01;Female;United Arab Emirates;3;False;Sales;0;374850
134;2022-01-04 11:50:50;2022-01-04 11:50:58;Female;Thailand;2;False;Search;0;282200
9531;2022-01-04 11:52:07;2022-01-04 11:52:12;Male;Georgia;1;False;Sales;0;159250
1862;2022-01-04 12:13:20;2022-01-04 12:13:28;Female;Georgia;3;False;Sales;0;472500
5860;2022-01-04 12:25:48;2022-01-04 12:25:58;Male;United Arab Emirates;2;False;Sales;0;291060
3588;2022-01-04 12:45:31;2022-01-04 12:45:35;Female;Russia;4;False;Directions;0;156800
6677;2022-01-04 12:48:21;2022-01-04 12:48:27;Female;Georgia;5;False;Directions;0;770000
589;2022-01-04 13:14:03;2022-01-04 13:14:06;Male;United Arab Emirates;5;False;Home;0;698250
7499;2022-01-04 13:25:12;2022-01-04 13:25:19;Female;Kazakhstan;4;False;About Us;0;218400
2560;2022-01-04 13:29:05;2022-01-04 13:29:23;Male;Thailand;4;False;Search;0;652800
6329;2022-01-04 13:42:51;2022-01-04 13:42:56;Male;Italy;4;False;Search;0;474000
1218;2022-01-04 13:56:04;2022-01-04 13:56:06;Male;Georgia;4;False;Directions;0;525000
9973;2022-01-04 13:57:29;2022-01-04 13:57:42;Female;Maldives;5;False;Order;0;282750
4615;2022-01-04 14:26:19;2022-01-04 14:26:22;Female;Egypt;5;False;Sales;0;415000
5433;2022-01-04 15:18:17;2022-01-04 15:19:22;Male;United Arab Emirates;3;False;Directions;0;388080
3921;2022-01-04 15:26:10;2022-01-04 15:26:19;Male;United Arab Emirates;1;False;Directions;0;138180
8571;2022-01-04 15:45:00;2022-01-04 15:45:00;Female;Georgia;2;False;About Us;0;336000
3596;2022-01-04 15:58:07;2022-01-04 15:58:12;Male;Turkey;1;False;Home;0;92400
2327;2022-01-04 16:56:22;2022-01-04 16:56:48;Male;Maldives;5;False;Search;0;266500
6181;2022-01-04 17:00:02;2022-01-04 17:00:05;Female;Italy;2;False;Order;0;249000
8137;2022-01-04 17:09:50;2022-01-04 17:09:57;Male;Maldives;3;False;Order;0;189150
8901;2022-01-04 17:13:58;2022-01-04 17:14:01;Male;Egypt;4;False;Directions;0;388000
6384;2022-01-04 17:51:52;2022-01-04 17:52:10;Female;Egypt;2;False;Order;0;160000
7378;2022-01-04 18:22:31;2022-01-04 18:22:38;Male;Kazakhstan;3;False;Search;0;207900
4938;2022-01-04 18:40:40;2022-01-04 18:40:42;Female;United Arab Emirates;4;False;Home;0;435120
7044;2022-01-04 19:08:33;2022-01-04 19:08:36;Male;Italy;1;False;Order;0;147000
1892;2022-01-04 19:22:09;2022-01-04 19:22:21;Female;United Arab Emirates;1;False;Sales;0;116130
1280;2022-01-04 19:27:52;2022-01-04 19:27:58;Male;Italy;5;False;Order;0;577500
8360;2022-01-04 19:35:58;2022-01-04 19:36:10;Female;Kazakhstan;5;False;Sales;0;297500
8427;2022-01-04 19:44:50;2022-01-04 19:44:53;Female;United Arab Emirates;4;False;Directions;0;476280
7193;2022-01-04 19:56:10;2022-01-04 19:56:13;Male;Thailand;2;False;Directions;0;261800
5481;2022-01-04 20:04:47;2022-01-04 20:04:52;Male;Egypt;1;False;Order;0;84000
3371;2022-01-04 20:49:08;2022-01-04 20:49:21;Female;Thailand;3;False;About Us;0;448800
5629;2022-01-04 20:55:45;2022-01-04 20:55:45;Male;Russia;3;False;Search;0;111600
6674;2022-01-04 20:58:16;2022-01-04 20:58:22;Male;Georgia;4;False;Directions;0;574000
4642;2022-01-04 21:19:33;2022-01-04 21:19:38;Female;Russia;5;False;Sales;0;162000
3206;2022-01-04 21:19:52;2022-01-04 21:19:59;Female;Dominican Republic;4;False;Sales;0;480000
5202;2022-01-04 21:25:56;2022-01-04 21:26:07;Female;Maldives;4;False;Directions;0;254800
3139;2022-01-04 21:35:16;2022-01-04 21:35:20;Male;Dominican Republic;1;False;About Us;0;110400
1504;2022-01-04 21:57:00;2022-01-04 21:57:04;Female;Dominican Republic;1;False;Search;0;114000
8070;2022-01-04 22:07:11;2022-01-04 22:07:14;Male;Thailand;5;False;Directions;0;790500
4467;2022-01-04 22:09:42;2022-01-04 22:09:48;Female;Maldives;3;False;Sales;0;171600
4735;2022-01-04 22:52:24;2022-01-04 22:52:47;Female;Dominican Republic;5;False;Search;0;498000
80;2022-01-04 23:01:22;2022-01-04 23:01:28;Male;Italy;3;False;Directions;0;396000
8882;2022-01-04 23:14:04;2022-01-04 23:14:14;Female;Egypt;4;False;Directions;0;336000
1621;2022-01-04 23:17:11;2022-01-04 23:17:12;Male;Georgia;5;False;Directions;0;805000
7014;2022-01-04 23:17:54;2022-01-04 23:18:05;Male;Dominican Republic;1;False;Home;0;117600
2617;2022-01-05 00:56:43;2022-01-05 00:57:00;Female;Turkey;3;False;Directions;0;327600
1731;2022-01-05 01:07:59;2022-01-05 01:08:12;Male;Thailand;4;False;Order;0;673200
3697;2022-01-05 01:12:26;2022-01-05 01:12:47;Female;Kazakhstan;3;False;Directions;0;180600
4484;2022-01-05 01:21:03;2022-01-05 01:21:05;Male;Georgia;1;False;Home;0;147000
3755;2022-01-05 01:21:09;2022-01-05 01:21:20;Male;United Arab Emirates;5;False;Home;0;617400
9141;2022-01-05 01:55:49;2022-01-05 01:55:50;Female;Georgia;4;False;Sales;0;588000
7119;2022-01-05 01:56:54;2022-01-05 01:56:54;Male;Maldives;4;False;Sales;0;257400
7449;2022-01-05 03:02:32;2022-01-05 03:03:08;Female;Thailand;3;False;Directions;0;448800
1270;2022-01-05 03:04:38;2022-01-05 03:04:40;Male;Thailand;2;False;Home;0;272000
2867;2022-01-05 03:08:05;2022-01-05 03:08:07;Male;Russia;3;False;About Us;0;91200
6871;2022-01-05 03:25:16;2022-01-05 03:25:16;Female;Maldives;4;False;Order;0;234000
4856;2022-01-05 04:10:20;2022-01-05 04:10:27;Female;Russia;5;False;Directions;0;198000
4144;2022-01-05 04:34:42;2022-01-05 04:34:53;Female;United Arab Emirates;5;False;Order;0;632100
3524;2022-01-05 04:40:37;2022-01-05 04:40:41;Female;Thailand;3;False;Sales;0;464100
8846;2022-01-05 05:11:09;2022-01-05 05:11:16;Female;United Arab Emirates;4;False;Sales;0;493920
195;2022-01-05 05:11:30;2022-01-05 05:11:47;Male;Russia;2;False;Directions;0;60000
5298;2022-01-05 05:13:00;2022-01-05 05:13:00;Male;Italy;1;False;Directions;0;124500
4228;2022-01-05 05:38:42;2022-01-05 05:38:46;Male;Russia;5;False;Directions;0;182000
9028;2022-01-05 05:42:11;2022-01-05 05:42:43;Female;Turkey;3;False;Home;0;295200
7236;2022-01-05 05:57:50;2022-01-05 05:58:25;Female;Egypt;3;False;Home;0;219000
2878;2022-01-05 06:27:03;2022-01-05 06:27:08;Male;Dominican Republic;3;False;About Us;0;316800
1573;2022-01-05 06:31:47;2022-01-05 06:31:51;Female;Turkey;4;False;Home;0;446400
2205;2022-01-05 06:52:18;2022-01-05 06:52:18;Female;Turkey;3;False;About Us;0;316800
664;2022-01-05 07:11:10;2022-01-05 07:11:15;Female;Kazakhstan;2;False;About Us;0;128800
8755;2022-01-05 07:15:05;2022-01-05 07:15:07;Female;Maldives;3;False;About Us;0;150150
6460;2022-01-05 07:16:11;2022-01-05 07:16:25;Male;Italy;5;False;About Us;0;547500
5257;2022-01-05 07:54:03;2022-01-05 07:54:10;Male;Thailand;2;False;Directions;0;282200
5801;2022-01-05 08:19:18;2022-01-05 08:19:27;Male;Russia;4;False;Sales;0;131200
1677;2022-01-05 08:22:48;2022-01-05 08:22:52;Female;Georgia;4;False;About Us;0;630000
3948;2022-01-05 08:31:16;2022-01-05 08:31:36;Male;Georgia;2;False;Search;0;336000
2568;2022-01-05 09:57:06;2022-01-05 09:57:07;Male;Kazakhstan;5;False;Home;0;311500
7044;2022-01-05 09:58:39;2022-01-05 09:58:42;Male;Turkey;2;False;Directions;0;232800
4922;2022-01-05 11:01:49;2022-01-05 11:01:51;Male;Georgia;4;False;Search;0;686000
473;2022-01-05 11:07:21;2022-01-05 11:07:25;Male;Russia;2;False;Directions;0;66400
7955;2022-01-05 11:14:58;2022-01-05 11:14:58;Female;Italy;2;False;About Us;0;237000
8017;2022-01-05 11:29:27;2022-01-05 11:29:37;Male;Maldives;3;False;About Us;0;156000
1677;2022-01-05 11:39:13;2022-01-05 11:39:22;Male;Italy;5;False;Home;0;735000
4714;2022-01-05 11:47:04;2022-01-05 11:47:06;Female;United Arab Emirates;2;False;Sales;0;273420
4432;2022-01-05 11:53:13;2022-01-05 11:53:18;Female;Maldives;3;False;Search;0;161850
949;2022-01-05 12:10:47;2022-01-05 12:10:48;Male;United Arab Emirates;2;False;Directions;0;276360
2291;2022-01-05 12:43:25;2022-01-05 12:43:26;Male;Georgia;3;False;Directions;0;509250
2987;2022-01-05 13:48:02;2022-01-05 13:48:10;Female;Dominican Republic;2;False;Search;0;223200
615;2022-01-05 13:51:51;2022-01-05 13:52:02;Male;Thailand;4;False;Sales;0;632400
4334;2022-01-05 14:07:36;2022-01-05 14:07:37;Male;Russia;4;False;Search;0;155200
7848;2022-01-05 14:20:16;2022-01-05 14:20:24;Female;Maldives;4;False;Sales;0;254800
6541;2022-01-05 14:25:22;2022-01-05 14:25:22;Female;Egypt;2;False;Order;0;146000
6616;2022-01-05 14:50:41;2022-01-05 14:50:51;Female;Italy;3;False;Home;0;450000
1916;2022-01-05 14:56:34;2022-01-05 14:56:39;Male;Kazakhstan;5;False;Sales;0;255500
4407;2022-01-05 15:05:23;2022-01-05 15:05:44;Male;Kazakhstan;5;False;Home;0;283500
1187;2022-01-05 15:36:16;2022-01-05 15:36:24;Female;Maldives;1;False;Sales;0;53950
3349;2022-01-05 16:30:43;2022-01-05 16:30:49;Female;Italy;2;False;Directions;0;282000
3799;2022-01-05 16:31:30;2022-01-05 16:31:57;Female;United Arab Emirates;4;False;Sales;0;588000
9586;2022-01-05 16:52:48;2022-01-05 16:52:51;Male;Dominican Republic;5;False;Home;0;456000
32;2022-01-05 16:57:30;2022-01-05 16:57:32;Male;Turkey;4;False;Sales;0;350400
386;2022-01-05 17:16:47;2022-01-05 17:16:59;Female;United Arab Emirates;3;False;About Us;0;401310
5329;2022-01-05 17:22:33;2022-01-05 17:22:42;Female;Italy;3;False;Directions;0;450000
8216;2022-01-05 17:45:34;2022-01-05 17:45:35;Male;Georgia;2;False;About Us;0;350000
4914;2022-01-05 17:53:35;2022-01-05 17:53:39;Male;Turkey;1;False;Directions;0;117600
